,Date,Month,Year,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,DiffLP,FTR(S),FTR,Bookie,Target
1735,28/04/2007,April,2007,Wigan,West Ham,0,3,2.1,3.25,3.4,2.2,3.2,2.9,2.2,3.25,2.75,2.3,3.4,2.5,0,0,0,0,0,0,0,0,1,NH,0,1,1
1736,29/04/2007,April,2007,Arsenal,Fulham,3,1,1.33,4.5,9.5,1.45,3.8,5.4,1.4,4.2,6,1.36,4,7,0,0,0,0,0,0,0,0,-8,H,1,1,0
1737,30/04/2007,April,2007,Reading,Newcastle,1,0,2,3.3,3.6,1.8,3.2,4,1.83,3.2,3.75,1.8,3.5,3.5,0,0,0,0,0,0,0,0,11,H,1,1,0
1738,05/05/2007,May,2007,Aston Villa,Sheffield United,3,0,1.9,3.4,4,2,3.2,3.3,1.9,3.25,3.4,1.9,3.1,3.6,0,0,0,0,0,0,0,0,-2,H,1,1,0
1739,05/05/2007,May,2007,Everton,Portsmouth,3,0,1.95,3.3,3.8,1.85,3.2,3.8,1.83,3.2,3.75,1.83,3.2,3.75,0,0,0,0,0,0,0,0,-6,H,1,1,0
1740,05/05/2007,May,2007,Fulham,Liverpool,1,0,3.2,3.25,2.2,2.8,3.3,2.2,2.75,3.25,2.2,2.87,3.3,2.1,0,0,1,0,0,0,0,0,9,H,1,0,1
1741,05/05/2007,May,2007,Man City,Man United,0,1,6,4,1.5,5.7,3.7,1.5,6,3.4,1.5,6,3.3,1.53,0,0,0,0,0,0,0,0,13,NH,0,0,0
1742,05/05/2007,May,2007,Newcastle,Blackburn,0,2,2.25,3.3,3,2.2,3.2,2.9,2.2,3.2,2.8,2.15,3.2,2.9,0,0,0,0,0,0,0,0,1,NH,0,1,1
1743,05/05/2007,May,2007,Reading,Watford,0,2,1.4,4.33,7.5,1.4,4,6.5,1.4,3.75,7,1.44,3.75,6,0,0,0,0,0,0,0,0,0,NH,0,1,1
1744,05/05/2007,May,2007,West Ham,Bolton,3,1,2.15,3.25,3.3,2.1,3.2,3.1,2.1,3.2,3,2.05,3.4,2.9,0,0,0,0,0,0,0,0,1,H,1,1,0
1745,05/05/2007,May,2007,Wigan,Middlesbrough,0,1,2.1,3.25,3.4,2.1,3.2,3.1,2.1,3.4,2.87,2.1,3.3,2.87,0,0,0,0,0,0,0,0,-4,NH,0,1,1
1746,06/05/2007,May,2007,Arsenal,Chelsea,1,1,2.7,3.25,2.5,2.7,3.1,2.4,2.6,3.2,2.37,2.6,3.3,2.3,0,0,0,0,0,0,0,0,3,NH,0,0,0
1747,07/05/2007,May,2007,Charlton,Tottenham,0,2,2.87,3.25,2.37,2.9,3.2,2.2,2.6,3.2,2.37,2.9,3.4,2.05,0,0,0,0,0,0,0,0,8,NH,0,0,0
1748,09/05/2007,May,2007,Chelsea,Man United,0,0,2.1,3.2,3.2,2,3.2,3.3,2.2,3.25,2.75,2.2,3.1,2.87,0,0,0,0,0,0,0,0,-1,NH,0,1,1
1749,10/05/2007,May,2007,Tottenham,Blackburn,1,1,1.8,3.4,4.33,1.75,3.3,4.2,1.72,3.4,4,1.72,3.4,4,0,0,0,0,0,0,0,0,-1,NH,0,1,1
1750,13/05/2007,May,2007,Blackburn,Reading,3,3,2,3.4,3.5,2.1,3.3,3,2.1,3.2,3,2.05,3.4,2.9,0,0,0,0,0,0,0,0,-12,NH,0,1,1
1751,13/05/2007,May,2007,Bolton,Aston Villa,2,2,1.86,3.4,4,1.7,3.4,4.3,1.72,3.4,4,1.9,3.2,3.5,0,0,0,0,0,0,0,0,-8,NH,0,1,1
1752,13/05/2007,May,2007,Chelsea,Everton,1,1,1.72,3.5,4.75,1.65,3.3,4.4,1.57,3.5,5,1.5,3.6,5.5,0,0,0,0,0,0,0,0,-10,NH,0,1,1
1753,13/05/2007,May,2007,Liverpool,Charlton,2,2,1.36,4.5,8,1.35,4.2,7.5,1.36,4,7,1.36,4,7,0,0,0,0,0,0,0,0,-10,NH,0,1,1
1754,13/05/2007,May,2007,Man United,West Ham,0,1,1.57,3.6,6,1.7,3.1,4.5,1.61,3.5,4.5,1.61,3.3,5,0,0,0,0,0,0,0,0,-7,NH,0,1,1
1755,13/05/2007,May,2007,Middlesbrough,Fulham,3,1,1.9,3.25,4,1.8,3.2,4,1.8,3.2,4,1.83,3.2,3.75,0,0,0,0,0,0,0,0,2,H,1,1,0
1756,13/05/2007,May,2007,Portsmouth,Arsenal,0,0,2.7,3.5,2.37,2.5,3.2,2.5,2.4,3.25,2.5,2.5,3.4,2.3,0,0,0,0,0,0,0,0,13,NH,0,0,0
1757,13/05/2007,May,2007,Sheffield United,Wigan,1,2,2.3,3.4,2.87,2,3.3,3.2,2,3.4,3,2.2,3.3,2.7,0,0,0,0,0,0,0,0,8,NH,0,1,1
1758,13/05/2007,May,2007,Tottenham,Man City,2,1,1.5,3.75,7,1.45,3.7,6.5,1.44,3.6,6.5,1.5,3.4,6,0,0,0,0,0,0,0,0,-10,H,1,1,0
1759,13/05/2007,May,2007,Watford,Newcastle,1,1,2.8,3.3,2.37,2.4,3.1,2.7,2.37,3.2,2.6,2.5,3.1,2.5,0,0,0,0,0,0,0,0,11,NH,0,0,0
1760,03/11/2007,November,2007,Arsenal,Man United,2,2,2.5,3.1,3,2.3,3,2.9,2.38,3,2.75,2.25,3,2.88,1,0,0,0,1,1,0,0,3,NH,0,1,1
1761,03/11/2007,November,2007,Aston Villa,Derby,2,0,1.4,4.33,9,1.4,4,6.5,1.44,3.6,6.5,1.4,3.75,7,0,0,0,0,0,0,0,0,-7,H,1,1,0
1762,03/11/2007,November,2007,Blackburn,Liverpool,0,0,3,3.3,2.37,2.9,3,2.3,2.75,3.2,2.25,2.8,3.1,2.25,0,0,0,0,0,0,0,0,7,NH,0,0,0
1763,03/11/2007,November,2007,Everton,Birmingham,3,1,1.66,3.5,5.75,1.65,3.5,4.5,1.62,3.25,5,1.62,3.3,5,0,0,0,0,0,0,0,0,-12,H,1,1,0
1764,03/11/2007,November,2007,Fulham,Reading,3,1,2.2,3.25,3.4,2.2,3.1,3,2.25,3.2,2.75,2.2,3.1,2.88,0,0,0,0,0,0,0,0,10,H,1,1,0
1765,03/11/2007,November,2007,Middlesbrough,Tottenham,1,1,3,3.25,2.4,2.6,3.2,2.4,2.4,3.25,2.5,2.62,3.1,2.38,0,0,0,0,0,0,0,0,7,NH,0,0,0
1766,03/11/2007,November,2007,Newcastle,Portsmouth,1,4,2.1,3.3,3.6,2,3.1,3.4,2.1,3.2,3,2.1,3.1,3.1,0,0,0,0,1,0,0,0,4,NH,0,1,1
1767,03/11/2007,November,2007,Wigan,Chelsea,0,2,9,4.33,1.4,6.5,3.7,1.45,6.5,3.6,1.44,7,3.75,1.4,0,0,1,1,0,0,0,0,16,NH,0,0,0
1768,04/11/2007,November,2007,West Ham,Bolton,1,1,1.9,3.3,4.33,1.85,3.2,3.8,1.8,3.2,4,1.8,3.1,4,0,0,0,0,0,0,0,0,8,NH,0,1,1
1769,05/11/2007,November,2007,Man City,Sunderland,1,0,1.61,3.75,6,1.5,3.6,6,1.53,3.5,5.5,1.57,3.3,5.5,0,0,0,0,0,0,0,0,-4,H,1,1,0
1770,10/11/2007,November,2007,Derby,West Ham,0,5,3.25,3.4,2.2,3,3.1,2.2,2.75,3.2,2.25,2.88,3.1,2.2,0,0,0,0,0,0,0,0,3,NH,0,0,0
1771,10/11/2007,November,2007,Liverpool,Fulham,2,0,1.22,5,13,1.27,4.6,9,1.3,4,9,1.29,4.2,9,0,0,0,0,0,0,0,0,-15,H,1,1,0
1772,10/11/2007,November,2007,Sunderland,Newcastle,1,1,2.87,3.25,2.5,2.55,3.1,2.55,2.5,3.2,2.5,2.62,2.9,2.5,0,0,0,0,0,0,0,0,5,NH,0,0,0
1773,11/11/2007,November,2007,Birmingham,Aston Villa,1,2,2.7,3.2,2.7,2.55,3.1,2.55,2.6,3,2.5,2.62,2.9,2.5,0,0,1,0,0,0,0,0,7,NH,0,0,0
1774,11/11/2007,November,2007,Bolton,Middlesbrough,0,0,2.1,3.4,3.5,2.2,3.1,3,2.1,3.2,3,2,3.2,3.2,0,0,0,0,0,0,1,0,-5,NH,0,1,1
1775,11/11/2007,November,2007,Chelsea,Everton,1,1,1.33,5,10,1.33,4.2,8,1.36,3.75,8,1.33,4,8,0,0,0,0,0,0,0,0,-4,NH,0,1,1
1776,11/11/2007,November,2007,Man United,Blackburn,2,0,1.33,4.5,8.5,1.37,3.9,7.5,1.36,3.75,8,1.36,3.75,8,1,0,0,0,1,0,0,0,-9,H,1,1,0
1777,11/11/2007,November,2007,Portsmouth,Man City,0,0,2,3.4,3.8,2,3.2,3.3,2,3.2,3.2,2,3.2,3.2,1,0,0,0,1,0,0,0,-5,NH,0,1,1
1778,11/11/2007,November,2007,Tottenham,Wigan,4,0,1.44,4.2,8,1.5,3.8,5.5,1.5,3.5,6,1.44,3.6,6.5,0,0,0,0,0,0,1,1,-13,H,1,1,0
1779,12/11/2007,November,2007,Reading,Arsenal,1,3,7,4,1.5,5.5,3.8,1.5,6,3.75,1.44,6,3.4,1.5,0,0,0,0,0,0,0,0,4,NH,0,0,0
1780,24/11/2007,November,2007,Arsenal,Wigan,2,0,1.16,7,17,1.17,5.7,12,1.14,6,12,1.14,5.5,15,0,0,0,0,0,0,1,1,-14,H,1,1,0
1781,24/11/2007,November,2007,Birmingham,Portsmouth,0,2,3.2,3.3,2.3,2.7,3.1,2.4,2.75,3.2,2.25,2.6,3.1,2.4,0,0,1,0,1,0,0,0,9,NH,0,0,0
1782,24/11/2007,November,2007,Bolton,Man United,1,0,9,4.33,1.4,5.5,3.8,1.5,7,3.75,1.4,6.5,3.6,1.44,0,0,0,0,1,0,0,0,6,H,1,0,1
1783,24/11/2007,November,2007,Derby,Chelsea,0,2,15,6,1.22,8.5,4.4,1.3,8,4.5,1.28,8,4.5,1.29,0,0,0,0,1,0,0,0,16,NH,0,0,0
1784,24/11/2007,November,2007,Everton,Sunderland,7,1,1.61,3.6,6.5,1.6,3.5,5,1.53,3.5,5.5,1.62,3.3,5,0,0,0,0,0,0,0,0,-12,H,1,1,0
1785,24/11/2007,November,2007,Man City,Reading,2,1,1.57,3.75,6.5,1.5,3.8,5.5,1.53,3.5,5.5,1.57,3.3,5.5,0,0,0,0,0,0,0,0,6,H,1,1,0
1786,24/11/2007,November,2007,Middlesbrough,Aston Villa,0,3,2.75,3.25,2.6,2.55,3.1,2.55,2.6,3.2,2.37,2.5,3.1,2.5,0,0,1,0,0,0,0,0,1,NH,0,0,0
1787,24/11/2007,November,2007,Newcastle,Liverpool,0,3,3.8,3.3,2,3.3,3.2,2,3.2,3.2,2,3.3,3.25,1.95,0,0,0,0,0,0,0,0,10,NH,0,0,0
1788,25/11/2007,November,2007,Fulham,Blackburn,2,2,2.87,3.25,2.5,2.7,3,2.5,2.75,3.2,2.25,2.6,3.1,2.4,0,0,0,0,0,0,0,0,8,NH,0,0,0
1789,25/11/2007,November,2007,West Ham,Tottenham,1,1,2.75,3.25,2.6,2.55,3.1,2.55,2.37,3.2,2.6,2.4,3.1,2.6,0,0,0,0,0,0,0,0,10,NH,0,0,0
1790,28/11/2007,November,2007,Blackburn,Aston Villa,0,4,2.2,3.25,3.4,2.1,3.1,3.2,2,3,3.5,2.05,3.1,3.2,0,0,0,0,0,0,0,0,-1,NH,0,1,1
1791,01/12/2007,December,2007,Aston Villa,Arsenal,1,2,4,3.3,2,3.6,3.2,1.9,4,3.2,1.8,3.75,3.2,1.83,0,0,0,0,0,0,0,0,7,NH,0,0,0
1792,01/12/2007,December,2007,Blackburn,Newcastle,3,1,1.9,3.4,4.2,2,3.2,3.3,1.72,3.2,4.33,1.83,3.2,3.75,0,0,0,0,0,0,0,0,-3,H,1,1,0
1793,01/12/2007,December,2007,Chelsea,West Ham,1,0,1.25,5.5,13,1.3,4.4,8.5,1.33,4,8,1.25,4.5,10,1,0,0,0,0,0,0,0,-13,H,1,1,0
1794,01/12/2007,December,2007,Portsmouth,Everton,0,0,2.2,3.25,3.4,2.1,3.1,3.2,2.1,3.2,3,2,3.1,3.3,0,0,0,0,0,0,0,0,3,NH,0,1,1
1795,01/12/2007,December,2007,Reading,Middlesbrough,1,1,2,3.3,4,2,3.2,3.3,1.83,3.2,3.75,1.8,3.25,3.8,0,0,0,0,0,0,0,0,-4,NH,0,1,1
1796,01/12/2007,December,2007,Sunderland,Derby,1,0,1.66,3.6,5.5,1.7,3.4,4.3,1.66,3.3,4.5,1.62,3.3,5,0,0,0,0,0,0,0,0,0,H,1,1,0
1797,01/12/2007,December,2007,Wigan,Man City,1,1,3,3.25,2.4,2.8,3.1,2.3,3,3.2,2.1,2.8,3.1,2.25,0,0,1,1,0,0,0,0,4,NH,0,0,0
1798,02/12/2007,December,2007,Liverpool,Bolton,4,0,1.28,5,13,1.3,4.4,8.5,1.3,4.2,9,1.3,4.2,8.5,0,0,0,0,0,0,0,0,-4,H,1,1,0
1799,02/12/2007,December,2007,Tottenham,Birmingham,2,3,1.44,4.2,8,1.45,3.9,6,1.44,3.6,6.5,1.4,3.75,7,0,0,0,0,0,0,0,0,-13,NH,0,1,1
1800,03/12/2007,December,2007,Man United,Fulham,2,0,1.2,6,17,1.2,5.2,11,1.16,5.5,12,1.14,5.5,15,0,0,0,0,0,0,0,0,-17,H,1,1,0
1801,05/12/2007,December,2007,Newcastle,Arsenal,1,1,6,3.75,1.61,4.3,3.4,1.7,5,3.5,1.57,5,3.3,1.62,0,0,0,0,0,0,0,0,9,NH,0,0,0
1802,08/12/2007,December,2007,Aston Villa,Portsmouth,1,3,2.1,3.3,3.6,2,3.2,3.3,2.1,3.2,3,1.95,3.1,3.5,0,0,0,0,0,0,0,0,2,NH,0,1,1
1803,08/12/2007,December,2007,Chelsea,Sunderland,2,0,1.16,6.5,21,1.17,5.7,12,1.16,5.5,12,1.14,5.5,15,0,0,0,0,0,0,0,0,-16,H,1,1,0
1804,08/12/2007,December,2007,Everton,Fulham,3,0,1.57,3.75,6.5,1.6,3.6,4.8,1.57,3.25,5.5,1.57,3.3,5.5,0,0,0,0,0,0,0,0,-12,H,1,1,0
1805,08/12/2007,December,2007,Man United,Derby,4,1,1.11,8.5,26,1.12,6.5,14,1.11,6.5,15,1.1,6.5,17,0,0,0,0,0,0,1,1,-17,H,1,1,0
1806,08/12/2007,December,2007,Newcastle,Birmingham,2,1,1.8,3.5,4.75,1.8,3.2,4,1.83,3.2,3.75,1.91,3.2,3.5,0,0,0,0,0,0,0,0,-5,H,1,1,0
1807,08/12/2007,December,2007,Reading,Liverpool,3,1,5.5,3.6,1.66,4.5,3.5,1.65,5.5,3.25,1.57,5,3.3,1.62,0,0,0,0,0,0,0,0,5,H,1,0,1
1808,09/12/2007,December,2007,Blackburn,West Ham,0,1,1.83,3.5,4.5,1.8,3.2,4,1.72,3.2,4.33,1.73,3.2,4.33,0,0,0,0,0,0,0,0,-5,NH,0,1,1
1809,09/12/2007,December,2007,Bolton,Wigan,4,1,2,3.4,3.8,1.85,3.2,3.8,1.83,3.2,3.75,1.95,3.1,3.5,0,0,0,0,0,0,1,0,-11,H,1,1,0
1810,09/12/2007,December,2007,Middlesbrough,Arsenal,2,1,7,3.8,1.53,5,3.7,1.55,6.5,3.6,1.44,6.5,3.6,1.44,0,0,0,0,0,0,0,0,8,H,1,0,1
1811,09/12/2007,December,2007,Tottenham,Man City,2,1,2,3.3,3.75,2,3.2,3.3,2.1,3.2,3,1.95,3.1,3.5,0,0,0,0,0,0,0,0,-9,H,1,1,0
1812,15/12/2007,December,2007,Birmingham,Reading,1,1,2.2,3.25,3.4,2,3.2,3.3,2.1,3.2,3,2.1,3.2,3,0,0,0,0,0,0,0,0,10,NH,0,1,1
1813,15/12/2007,December,2007,Derby,Middlesbrough,0,1,3.1,3.25,2.37,2.7,3.2,2.3,2.6,3.2,2.37,2.6,3.1,2.4,0,0,1,1,0,0,0,0,6,NH,0,0,0
1814,15/12/2007,December,2007,Fulham,Newcastle,0,1,2.5,3.25,2.87,2.4,3.1,2.7,2.37,3.2,2.6,2.4,3.1,2.6,0,0,0,0,0,0,0,0,5,NH,0,1,1
1815,15/12/2007,December,2007,Man City,Bolton,4,2,1.83,3.25,5,1.8,3.2,4,1.66,3.3,4.5,1.73,3.2,4.33,0,0,0,0,0,0,0,0,7,H,1,1,0
1816,15/12/2007,December,2007,Portsmouth,Tottenham,0,1,2.2,3.25,3.4,2.2,3.1,3,2,3.2,3.2,2.05,3.2,3.1,0,0,0,0,0,0,0,0,4,NH,0,1,1
1817,15/12/2007,December,2007,Sunderland,Aston Villa,1,1,3.25,3.25,2.3,2.7,3.2,2.3,2.75,3.2,2.25,2.75,3.1,2.3,0,0,0,0,1,0,0,0,7,NH,0,0,0
1818,15/12/2007,December,2007,West Ham,Everton,0,2,2.5,3.25,2.87,2.4,3.1,2.7,2.37,3.2,2.6,2.3,3.2,2.62,0,0,0,0,0,0,0,0,9,NH,0,1,1
1819,15/12/2007,December,2007,Wigan,Blackburn,5,3,3.25,3.25,2.3,2.9,3.2,2.2,2.6,3.2,2.37,2.8,3.1,2.25,0,0,1,0,0,0,0,0,8,H,1,0,1
1820,16/12/2007,December,2007,Arsenal,Chelsea,1,0,2.5,3,3.1,2.4,3,2.8,2.37,2.75,3,2.25,3,2.88,1,0,0,0,0,0,0,0,2,H,1,1,0
1821,16/12/2007,December,2007,Liverpool,Man United,0,1,2.62,3.1,2.87,2.5,3,2.7,2.62,2.8,2.62,2.6,2.8,2.6,1,0,0,0,0,0,0,0,2,NH,0,1,1
1822,22/12/2007,December,2007,Arsenal,Tottenham,2,1,1.5,4,7.5,1.45,3.7,6.5,1.53,3.5,5.5,1.5,3.4,6,1,0,0,0,0,0,0,0,-1,H,1,1,0
1823,22/12/2007,December,2007,Aston Villa,Man City,1,1,2.1,3.3,3.6,2.1,3.1,3.2,2,3,3.5,2,3.1,3.3,0,0,0,0,0,0,0,0,-3,NH,0,1,1
1824,22/12/2007,December,2007,Bolton,Birmingham,3,0,1.9,3.3,4.33,1.8,3.2,4,1.9,3.2,3.5,1.8,3.3,3.75,0,0,0,0,0,0,0,0,-11,H,1,1,0
1825,22/12/2007,December,2007,Fulham,Wigan,1,1,2.1,3.3,3.6,2,3.2,3.3,2.1,3.2,3,2,3.2,3.2,0,0,0,0,0,0,0,0,0,NH,0,1,1
1826,22/12/2007,December,2007,Liverpool,Portsmouth,4,1,1.5,4,7,1.45,3.7,6.5,1.57,3.25,5.5,1.5,3.4,6,0,0,0,0,0,0,0,0,-6,H,1,1,0
1827,22/12/2007,December,2007,Middlesbrough,West Ham,1,2,2.3,3.3,3.2,2.2,3.1,3,2.25,3.2,2.75,2.15,3.2,2.9,0,0,0,0,0,0,0,0,-3,NH,0,1,1
1828,22/12/2007,December,2007,Reading,Sunderland,2,1,1.9,3.3,4.33,1.8,3.2,4,1.8,3.2,4,1.8,3.3,3.75,0,0,0,0,0,0,0,0,-10,H,1,1,0
1829,23/12/2007,December,2007,Blackburn,Chelsea,0,1,4.2,3.4,1.9,3.8,3.2,1.85,3.75,3.2,1.83,3.75,3.2,1.83,0,0,0,0,0,0,0,0,8,NH,0,0,0
1830,23/12/2007,December,2007,Man United,Everton,2,1,1.36,4.75,9,1.35,4.2,7.5,1.4,3.75,7,1.36,3.75,8,0,0,0,0,0,0,0,0,-5,H,1,1,0
1831,23/12/2007,December,2007,Newcastle,Derby,2,2,1.33,4.75,11,1.35,4.2,7.5,1.4,3.75,7,1.33,4,8,0,0,0,0,0,0,1,1,-5,NH,0,1,1
1832,26/12/2007,December,2007,Birmingham,Middlesbrough,3,0,2.25,3.3,3.25,2.1,3.1,3.2,2.1,3.2,3,2.15,3.2,2.9,0,0,0,0,0,0,0,0,6,H,1,1,0
1833,26/12/2007,December,2007,Chelsea,Aston Villa,4,4,1.4,4.33,9,1.37,4,7.2,1.4,3.75,7,1.4,3.75,7,1,0,0,0,0,0,0,0,-9,NH,0,1,1
1834,26/12/2007,December,2007,Derby,Liverpool,1,2,13,5,1.28,8.5,4.4,1.3,8,4,1.33,8.5,4.8,1.25,0,0,1,0,0,0,0,0,15,NH,0,0,0
1835,26/12/2007,December,2007,Everton,Bolton,2,0,1.7,3.5,5.5,1.7,3.4,4.3,1.61,3.5,4.5,1.67,3.4,4.33,0,0,0,0,0,0,0,0,-1,H,1,1,0
1836,26/12/2007,December,2007,Portsmouth,Arsenal,0,0,4.5,3.5,1.83,4.2,3.3,1.75,4.5,3.3,1.66,4.33,3.4,1.67,0,0,0,0,0,0,0,0,5,NH,0,0,0
1837,26/12/2007,December,2007,Sunderland,Man United,0,4,8.5,4.5,1.4,6.5,4,1.4,7,3.75,1.4,7,3.75,1.4,0,0,0,0,0,0,0,0,17,NH,0,0,0
1838,26/12/2007,December,2007,Tottenham,Fulham,5,1,1.44,4.2,8,1.45,3.9,6,1.44,3.6,6.5,1.4,3.75,7,0,0,0,0,0,0,0,0,-13,H,1,1,0
1839,26/12/2007,December,2007,West Ham,Reading,1,1,1.9,3.3,4.33,1.85,3.2,3.8,1.8,3.2,4,1.91,3.25,3.4,0,0,0,0,0,0,0,0,7,NH,0,1,1
1840,26/12/2007,December,2007,Wigan,Newcastle,1,0,2.7,3.3,2.6,2.5,3.1,2.6,2.5,3.2,2.5,2.5,3.1,2.5,0,0,0,0,0,0,0,0,5,H,1,0,1
1841,27/12/2007,December,2007,Man City,Blackburn,2,2,2.1,3.3,3.6,2,3.2,3.3,1.9,3.25,3.4,2,3.3,3.1,0,0,0,0,0,0,0,0,4,NH,0,1,1
1842,29/12/2007,December,2007,Birmingham,Fulham,1,1,1.9,3.4,4.2,2,3.2,3.3,1.73,3.2,4.33,1.8,3.3,3.75,0,0,0,0,0,0,0,0,0,NH,0,1,1
1843,29/12/2007,December,2007,Chelsea,Newcastle,2,1,1.4,4.33,9,1.37,4.1,7,1.33,3.75,9,1.33,4.2,7.5,0,0,0,0,0,0,0,0,-11,H,1,1,0
1844,29/12/2007,December,2007,Everton,Arsenal,1,4,3.5,3.4,2.1,3.2,3.1,2.1,3,3,2.2,3.1,3.1,2.1,0,0,0,0,0,0,0,0,2,NH,0,0,0
1845,29/12/2007,December,2007,Portsmouth,Middlesbrough,0,1,1.66,3.6,5.5,1.7,3.4,4.3,1.62,3.5,4.5,1.57,3.3,5.5,0,0,0,0,0,0,0,0,-3,NH,0,1,1
1846,29/12/2007,December,2007,Sunderland,Bolton,3,1,2.5,3.25,2.87,2.4,3.1,2.7,2.38,3.2,2.6,2.6,3.1,2.4,0,0,0,0,0,0,0,0,11,H,1,1,0
1847,29/12/2007,December,2007,Tottenham,Reading,6,4,1.5,4,7,1.5,3.8,5.5,1.53,3.5,5.5,1.5,3.6,5.5,0,0,0,0,0,0,0,0,-3,H,1,1,0
1848,29/12/2007,December,2007,West Ham,Man United,2,1,7,4,1.5,5,3.7,1.55,5,3.5,1.57,6,3.4,1.5,0,0,0,0,1,1,0,0,14,H,1,0,1
1849,29/12/2007,December,2007,Wigan,Aston Villa,1,2,3.25,3.3,2.25,2.7,3.1,2.4,2.75,3.2,2.25,2.62,3.2,2.3,0,0,0,0,0,0,0,0,7,NH,0,0,0
1850,30/12/2007,December,2007,Derby,Blackburn,1,2,4,3.5,1.9,3.8,3.2,1.85,4,3.2,1.8,3.75,3.3,1.8,0,0,1,0,0,0,0,0,8,NH,0,0,0
1851,30/12/2007,December,2007,Man City,Liverpool,0,0,3.6,3.3,2.1,3.2,3.1,2.1,3,3.2,2.1,3.2,3.1,2.05,0,0,0,0,0,0,0,0,11,NH,0,0,0
1852,01/01/2008,January,2008,Arsenal,West Ham,2,0,1.33,5,10,1.33,4.2,8,1.36,3.75,8,1.29,4.5,8,0,0,0,0,0,0,0,0,-11,H,1,1,0
1853,01/01/2008,January,2008,Aston Villa,Tottenham,2,1,2.37,3.3,3,2.3,3.1,2.8,2.2,3.25,2.75,2.2,3.2,2.8,0,0,0,0,0,0,0,0,6,H,1,1,0
1854,01/01/2008,January,2008,Fulham,Chelsea,1,2,7,4,1.5,6,3.6,1.5,6,3.5,1.5,6,3.4,1.5,0,0,0,0,0,0,0,0,16,NH,0,0,0
1855,01/01/2008,January,2008,Man United,Birmingham,1,0,1.16,7,19,1.17,5.7,12,1.17,5.5,12,1.17,5,15,1,0,0,0,0,0,0,0,-17,H,1,1,0
1856,01/01/2008,January,2008,Middlesbrough,Everton,0,2,3,3.25,2.4,2.6,3.2,2.4,2.5,3.25,2.4,2.62,3.2,2.3,0,0,0,0,0,0,0,0,6,NH,0,0,0
1857,01/01/2008,January,2008,Reading,Portsmouth,0,2,2.87,3.3,2.5,2.55,3.1,2.55,2.38,3.25,2.6,2.6,3.1,2.4,0,0,0,0,0,0,0,0,-1,NH,0,0,0
1858,02/01/2008,January,2008,Blackburn,Sunderland,1,0,1.57,4,6,1.5,3.8,5.5,1.57,3.5,5,1.53,3.5,5.5,0,0,1,0,0,0,0,0,-8,H,1,1,0
1859,02/01/2008,January,2008,Bolton,Derby,1,0,1.53,4,6.5,1.5,3.8,5.5,1.53,3.5,5.5,1.5,3.4,6,0,0,0,0,0,0,0,0,-11,H,1,1,0
1860,02/01/2008,January,2008,Liverpool,Wigan,1,1,1.2,5.5,12,1.25,4.8,9.5,1.22,5,10,1.22,4.8,10,0,0,0,0,0,0,0,0,-15,NH,0,1,1
1861,02/01/2008,January,2008,Newcastle,Man City,0,2,2.25,3.3,3.25,2.2,3.1,3,2.25,3.2,2.75,2.25,3.1,2.8,0,0,0,0,0,0,0,0,-1,NH,0,1,1
1862,12/01/2008,January,2008,Arsenal,Birmingham,1,1,1.2,6,17,1.17,5.7,12,1.16,5.5,12,1.17,5.5,12,0,0,0,0,0,0,0,0,-14,NH,0,1,1
1863,12/01/2008,January,2008,Aston Villa,Reading,3,1,1.61,3.75,6,1.6,3.6,4.8,1.61,3.25,5,1.57,3.5,5,0,0,0,0,0,0,0,0,3,H,1,1,0
1864,12/01/2008,January,2008,Chelsea,Tottenham,2,0,1.75,3.5,5,1.65,3.4,4.7,1.57,3.5,5,1.67,3.3,4.5,0,0,0,0,0,0,0,0,-3,H,1,1,0
1865,12/01/2008,January,2008,Derby,Wigan,0,1,2.87,3.25,2.5,2.55,3.1,2.55,2.75,3.2,2.25,2.75,3.2,2.25,0,0,0,0,0,0,0,0,0,NH,0,0,0
1866,12/01/2008,January,2008,Everton,Man City,1,0,2.1,3.3,3.6,2.1,3.1,3.2,2.1,3.2,3,2.1,3.2,3,0,0,0,0,0,0,0,0,-8,H,1,1,0
1867,12/01/2008,January,2008,Man United,Newcastle,6,0,1.25,5.5,13,1.25,4.8,9.5,1.2,5,11,1.22,4.8,10,1,0,0,0,0,0,0,0,-12,H,1,1,0
1868,12/01/2008,January,2008,Middlesbrough,Liverpool,1,1,5,3.6,1.72,4.2,3.3,1.75,4.5,3.1,1.72,4.33,3.3,1.7,0,0,0,0,0,0,0,0,9,NH,0,0,0
1869,12/01/2008,January,2008,West Ham,Fulham,2,1,1.72,3.6,5,1.75,3.3,4.2,1.66,3.3,4.5,1.67,3.3,4.5,0,0,0,0,0,0,0,0,-3,H,1,1,0
1870,13/01/2008,January,2008,Bolton,Blackburn,1,2,2.4,3.25,3,2.4,3.1,2.7,2.37,3.2,2.6,2.3,3.1,2.75,0,0,0,0,0,0,0,0,-3,NH,0,1,1
