,Date,Month,Year,HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,DiffLP,FTR(S),FTR,Bookie,Target
3628,21/10/2012,October,2012,QPR,Everton,1,1,3.25,3.4,2.2,3.6,3.3,2,3.2,3.3,2.2,3.2,3.2,2.3,0,0,0,0,0,0,0,0,10,NH,0,0,0
3629,21/10/2012,October,2012,Sunderland,Newcastle,1,1,2.5,3.3,2.88,2.4,3.3,2.75,2.5,3.25,2.8,2.62,3,2.9,0,0,0,0,0,0,0,0,8,NH,0,1,1
3630,27/10/2012,October,2012,Arsenal,QPR,1,0,1.36,5,8.5,1.35,4.8,7.6,1.33,5,9,1.33,4.5,9,0,0,0,0,0,0,0,0,-14,H,1,1,0
3631,27/10/2012,October,2012,Aston Villa,Norwich,1,1,2,3.5,3.75,1.85,3.45,4,1.91,3.4,4,1.91,3.2,4,0,0,0,0,0,0,0,0,4,NH,0,1,1
3632,27/10/2012,October,2012,Man City,Swansea,1,0,1.22,6,15,1.22,5.5,12,1.22,6,13,1.22,6,10,0,0,0,0,0,0,1,0,-10,H,1,1,0
3633,27/10/2012,October,2012,Reading,Fulham,3,3,2.75,3.4,2.5,2.7,3.2,2.5,2.75,3.3,2.5,2.7,3.2,2.5,0,0,0,0,0,0,0,0,9,NH,0,0,0
3634,27/10/2012,October,2012,Stoke,Sunderland,0,0,1.95,3.3,4.2,2.1,3.3,3.3,2,3.3,3.75,1.91,3.3,3.9,0,0,0,0,0,0,0,0,1,NH,0,1,1
3635,27/10/2012,October,2012,Wigan,West Ham,2,1,2.25,3.4,3.2,2.3,3.3,2.9,2.25,3.3,3.1,2.25,3.2,3.1,0,0,1,0,0,0,0,0,-3,H,1,1,0
3636,28/10/2012,October,2012,Chelsea,Man United,2,3,2.4,3.4,2.9,2.4,3.3,2.75,2.4,3.3,2.88,2.3,3.3,2.9,0,0,0,0,0,0,0,0,4,NH,0,1,1
3637,28/10/2012,October,2012,Everton,Liverpool,2,2,2.6,3.3,2.75,2.4,3.3,2.75,2.6,3.2,2.7,2.6,3.2,2.6,0,0,0,0,0,0,0,0,-1,NH,0,1,1
3638,28/10/2012,October,2012,Newcastle,West Brom,2,1,2,3.5,3.75,1.9,3.4,3.85,1.91,3.4,4,2,3.3,3.6,0,0,0,0,0,0,0,0,-5,H,1,1,0
3639,28/10/2012,October,2012,Southampton,Tottenham,1,2,4.2,3.75,1.83,3.7,3.5,1.9,4.2,3.6,1.83,4,3.4,1.83,0,0,0,0,1,0,0,0,14,NH,0,0,0
3640,03/11/2012,November,2012,Fulham,Everton,2,2,2.75,3.4,2.5,2.5,3.3,2.65,2.62,3.3,2.6,2.62,3.4,2.6,0,0,0,0,0,0,0,0,2,NH,0,0,0
3641,03/11/2012,November,2012,Man United,Arsenal,2,1,1.7,3.8,5,1.65,3.6,5.1,1.67,3.75,5,1.67,4,4.8,0,0,0,0,0,0,0,0,-1,H,1,1,0
3642,03/11/2012,November,2012,Norwich,Stoke,1,0,2.6,3.3,2.75,2.6,3.2,2.6,2.6,3.25,2.7,2.6,3.2,2.75,0,0,1,0,0,0,0,0,-2,H,1,1,0
3643,03/11/2012,November,2012,Sunderland,Aston Villa,0,1,2.1,3.3,3.6,2,3.3,3.6,1.95,3.3,4,2,3.25,4,0,0,0,0,0,0,0,0,-3,NH,0,1,1
3644,03/11/2012,November,2012,Swansea,Chelsea,1,1,4.5,3.6,1.8,4.2,3.5,1.8,5,3.75,1.67,4.2,3.75,1.8,0,0,0,0,1,0,0,0,5,NH,0,0,0
3645,03/11/2012,November,2012,Tottenham,Wigan,0,1,1.5,4.33,6.5,1.4,4.4,7.3,1.44,4.33,7,1.44,4.33,7,1,0,0,0,0,0,0,0,-11,NH,0,1,1
3646,03/11/2012,November,2012,West Ham,Man City,0,0,5,3.8,1.7,4.7,3.6,1.7,5,3.75,1.67,4.8,3.8,1.7,0,0,0,0,0,0,0,0,17,NH,0,0,0
3647,04/11/2012,November,2012,Liverpool,Newcastle,1,1,1.57,4,6,1.55,3.9,5.6,1.57,3.75,6,1.55,4,6,0,0,0,0,0,0,0,0,3,NH,0,1,1
3648,04/11/2012,November,2012,QPR,Reading,1,1,1.8,3.6,4.5,1.95,3.35,3.7,1.83,3.5,4.33,1.83,3.6,4.2,0,0,1,0,0,0,0,0,-1,NH,0,1,1
3649,05/11/2012,November,2012,West Brom,Southampton,2,0,1.73,3.75,4.75,1.75,3.5,4.5,1.75,3.75,4.5,1.75,3.4,5,0,0,0,0,0,0,0,0,-8,H,1,1,0
3650,10/11/2012,November,2012,Arsenal,Fulham,3,3,1.53,4.2,6,1.5,4,6.1,1.5,4,6.5,1.57,3.5,7,0,0,0,0,0,0,0,0,-6,NH,0,1,1
3651,10/11/2012,November,2012,Aston Villa,Man United,2,3,7,4.5,1.44,6.1,4,1.5,6.5,4,1.5,7,4,1.5,0,0,0,0,0,0,0,0,14,NH,0,0,0
3652,10/11/2012,November,2012,Everton,Sunderland,2,1,1.44,4.2,8,1.55,3.9,5.6,1.5,4,7,1.5,3.75,7.5,0,0,0,0,0,0,0,0,-6,H,1,1,0
3653,10/11/2012,November,2012,Reading,Norwich,0,0,2.25,3.4,3.2,2.1,3.3,3.3,2.2,3.4,3.2,2.3,3.1,3.3,0,0,0,0,0,0,0,0,6,NH,0,1,1
3654,10/11/2012,November,2012,Southampton,Swansea,1,1,2.38,3.5,2.88,2.4,3.3,2.75,2.38,3.3,2.9,2.5,3.2,2.88,0,0,0,0,0,0,0,0,7,NH,0,1,1
3655,10/11/2012,November,2012,Stoke,QPR,1,0,1.91,3.4,4.2,1.75,3.5,4.5,1.91,3.4,4,2,3.2,4,0,0,0,0,0,0,0,0,-3,H,1,1,0
3656,10/11/2012,November,2012,Wigan,West Brom,1,2,2.3,3.4,3.1,2.35,3.3,2.85,2.3,3.3,3,2.4,3.1,3.1,0,0,0,0,0,0,0,0,5,NH,0,1,1
3657,11/11/2012,November,2012,Chelsea,Liverpool,1,1,1.95,3.5,4,1.85,3.45,4,1.91,3.4,4,2,3.2,4,1,0,0,0,0,0,0,0,-2,NH,0,1,1
3658,11/11/2012,November,2012,Man City,Tottenham,2,1,1.57,4,6,1.6,3.7,5.4,1.62,3.75,5.5,1.62,3.75,5.5,1,0,0,0,0,0,0,0,-3,H,1,1,0
3659,11/11/2012,November,2012,Newcastle,West Ham,0,1,1.95,3.6,3.8,1.85,3.45,4,1.91,3.4,4,2.05,3.1,4,0,0,0,0,0,0,0,0,-13,NH,0,1,1
3660,17/11/2012,November,2012,Arsenal,Tottenham,5,2,1.91,3.75,3.8,2,3.3,3.6,1.95,3.6,3.6,1.95,3.4,4,0,0,0,0,0,0,0,0,-1,H,1,1,0
3661,17/11/2012,November,2012,Liverpool,Wigan,3,0,1.44,4.33,7.5,1.45,4,7,1.44,4.33,7,1.44,4.33,7.5,0,0,0,0,0,0,0,0,-7,H,1,1,0
3662,17/11/2012,November,2012,Man City,Aston Villa,5,0,1.2,6.5,15,1.2,5.8,13,1.22,6,12,1.22,6,13,1,0,0,0,0,0,0,0,-15,H,1,1,0
3663,17/11/2012,November,2012,Newcastle,Swansea,1,2,1.91,3.6,4,1.8,3.5,4.2,1.83,3.5,4.33,1.95,3.4,4,0,0,0,0,0,0,0,0,-6,NH,0,1,1
3664,17/11/2012,November,2012,Norwich,Man United,1,0,7,4.5,1.44,7,4,1.45,6.5,4.5,1.44,8,4.5,1.4,0,0,0,0,1,1,0,0,10,H,1,0,1
3665,17/11/2012,November,2012,QPR,Southampton,1,3,1.91,3.6,4,1.9,3.45,3.8,1.91,3.4,4,1.95,3.4,4,0,0,0,0,0,0,0,0,-1,NH,0,1,1
3666,17/11/2012,November,2012,Reading,Everton,2,1,4.33,3.6,1.83,3.8,3.45,1.9,4.2,3.5,1.83,4.5,3.4,1.83,0,0,0,0,0,0,0,0,11,H,1,0,1
3667,17/11/2012,November,2012,West Brom,Chelsea,2,1,3.75,3.5,2,3.7,3.35,1.95,3.8,3.6,1.91,4,3.3,1.95,0,0,0,0,0,0,0,0,4,H,1,0,1
3668,18/11/2012,November,2012,Fulham,Sunderland,1,3,1.67,3.75,5.25,1.75,3.5,4.5,1.73,3.5,5,1.73,3.6,5,0,0,0,0,0,0,0,0,-4,NH,0,1,1
3669,19/11/2012,November,2012,West Ham,Stoke,1,1,2,3.4,3.8,1.9,3.45,3.8,2,3.4,3.6,2.05,3.25,3.8,0,0,0,0,0,0,0,0,4,NH,0,1,1
3670,24/11/2012,November,2012,Aston Villa,Arsenal,0,0,4.75,3.75,1.73,4.7,3.6,1.7,5,3.5,1.73,5,3.4,1.75,0,0,0,0,0,0,0,0,13,NH,0,0,0
3671,24/11/2012,November,2012,Everton,Norwich,1,1,1.44,4.33,7.5,1.5,4,6.1,1.44,4.33,7,1.53,4,6,0,0,0,0,0,0,0,0,-5,NH,0,1,1
3672,24/11/2012,November,2012,Man United,QPR,3,1,1.17,7.5,15,1.15,7,15,1.2,6.5,13,1.2,6,17,1,0,0,0,0,0,0,0,-15,H,1,1,0
3673,24/11/2012,November,2012,Stoke,Fulham,1,0,2.2,3.3,3.4,2.2,3.3,3.1,2.1,3.3,3.5,2.25,3.1,3.4,0,0,0,0,0,0,0,0,5,H,1,1,0
3674,24/11/2012,November,2012,Sunderland,West Brom,2,4,2.5,3.3,2.88,2.3,3.3,2.9,2.4,3.3,2.88,2.5,3.2,2.8,0,0,0,0,0,0,0,0,3,NH,0,1,1
3675,24/11/2012,November,2012,Wigan,Reading,3,2,1.83,3.6,4.33,1.85,3.5,3.9,1.91,3.4,4,1.95,3.3,4,0,0,0,0,0,0,0,0,-3,H,1,1,0
3676,25/11/2012,November,2012,Chelsea,Man City,0,0,2.5,3.5,2.7,2.6,3.2,2.6,2.62,3.25,2.7,2.62,3.1,2.8,0,0,0,0,0,0,0,0,5,NH,0,1,1
3677,25/11/2012,November,2012,Southampton,Newcastle,2,0,2.3,3.5,3,2.5,3.3,2.65,2.38,3.3,2.9,2.3,3.3,3.1,0,0,1,0,0,0,0,0,13,H,1,1,0
3678,25/11/2012,November,2012,Swansea,Liverpool,0,0,3.4,3.5,2.1,3.2,3.3,2.15,3.5,3.3,2.1,3.4,3.3,2.15,0,0,0,0,0,0,0,0,3,NH,0,0,0
3679,25/11/2012,November,2012,Tottenham,West Ham,3,1,1.67,3.75,5.5,1.65,3.6,5.1,1.57,3.8,6,1.7,3.4,5.5,0,0,0,0,0,0,0,0,-14,H,1,1,0
3680,27/11/2012,November,2012,Aston Villa,Reading,1,0,1.95,3.4,4,2,3.4,3.5,2,3.25,4,2,3.2,4,0,0,0,0,0,0,0,0,-2,H,1,1,0
3681,27/11/2012,November,2012,Sunderland,QPR,0,0,2.25,3.25,3.3,2,3.3,3.6,2.25,3.25,3.25,2.25,3.2,3.2,0,0,0,0,0,0,0,0,-4,NH,0,1,1
3682,28/11/2012,November,2012,Chelsea,Fulham,0,0,1.44,4.5,7,1.5,4,6.1,1.4,4.5,7.5,1.5,4,7,0,0,0,0,0,0,0,0,-3,NH,0,1,1
3683,28/11/2012,November,2012,Everton,Arsenal,1,1,2.5,3.4,2.75,2.4,3.3,2.75,2.5,3.4,2.7,2.5,3.2,2.8,0,0,0,0,0,0,0,0,4,NH,0,1,1
3684,28/11/2012,November,2012,Man United,West Ham,1,0,1.22,6.5,12,1.25,5.5,10.3,1.25,5.5,12,1.25,5.5,12,1,0,0,0,0,0,0,0,-16,H,1,1,0
3685,28/11/2012,November,2012,Southampton,Norwich,1,1,2,3.4,3.8,2.1,3.3,3.3,2.15,3.4,3.3,2.1,3.25,3.5,0,0,0,0,0,0,0,0,6,NH,0,1,1
3686,28/11/2012,November,2012,Stoke,Newcastle,2,1,1.91,3.4,4.2,2,3.3,3.6,2,3.3,3.75,2,3.2,4,0,0,0,0,0,0,0,0,9,H,1,1,0
3687,28/11/2012,November,2012,Swansea,West Brom,3,1,2.3,3.4,3.1,2.4,3.2,2.85,2.38,3.25,3,2.3,3.25,3.1,0,0,0,0,0,0,0,0,1,H,1,1,0
3688,28/11/2012,November,2012,Tottenham,Liverpool,2,1,2.4,3.4,2.88,2.15,3.3,3.2,2.38,3.25,3,2.4,3.3,2.9,0,0,0,0,0,0,0,0,-4,H,1,1,0
3689,28/11/2012,November,2012,Wigan,Man City,0,2,6,4.2,1.53,5.4,3.7,1.6,6,4,1.53,6,4,1.53,0,0,0,0,0,0,0,0,14,NH,0,0,0
3690,01/12/2012,December,2012,Arsenal,Swansea,0,2,1.44,4.5,7,1.42,4.4,7.2,1.44,4.33,7,1.5,4,7,0,0,0,0,0,0,0,0,-8,NH,0,1,1
3691,01/12/2012,December,2012,Fulham,Tottenham,0,3,2.88,3.3,2.5,2.75,3.2,2.45,3,3.4,2.3,3,3,2.5,0,0,0,0,0,0,1,0,5,NH,0,0,0
3692,01/12/2012,December,2012,Liverpool,Southampton,1,0,1.4,4.5,8.5,1.4,4.4,7.3,1.44,4.33,7,1.44,4,8,0,0,0,0,0,0,0,0,-10,H,1,1,0
3693,01/12/2012,December,2012,Man City,Everton,1,1,1.5,4,7,1.5,4,6.1,1.5,4,6.5,1.57,3.8,6,0,0,0,0,0,0,0,0,-6,NH,0,1,1
3694,01/12/2012,December,2012,QPR,Aston Villa,1,1,1.95,3.5,4,2,3.3,3.6,2.05,3.4,3.5,2.05,3.25,3.75,0,0,0,0,0,0,0,0,1,NH,0,1,1
3695,01/12/2012,December,2012,Reading,Man United,3,4,7.5,4.75,1.4,7.2,3.8,1.4,8,4.5,1.4,8,4,1.44,0,0,0,0,0,0,0,0,16,NH,0,0,0
3696,01/12/2012,December,2012,West Brom,Stoke,0,1,2.1,3.25,3.75,2.05,3.3,3.5,2,3.4,3.5,2.1,3.3,3.5,1,0,0,0,0,0,0,0,-4,NH,0,1,1
3697,01/12/2012,December,2012,West Ham,Chelsea,3,1,4,3.5,1.91,3.7,3.35,1.95,4.2,3.5,1.83,3.8,3.3,2,0,0,0,0,0,0,0,0,12,H,1,0,1
3698,02/12/2012,December,2012,Norwich,Sunderland,2,1,2.1,3.3,3.6,2.15,3.3,3.2,2.2,3.3,3.2,2.05,3.2,3.8,0,0,0,0,0,0,0,0,-1,H,1,1,0
3699,03/12/2012,December,2012,Newcastle,Wigan,3,0,2,3.4,3.75,2,3.3,3.6,1.91,3.4,4,2.05,3.2,3.75,0,0,0,0,0,0,0,0,-10,H,1,1,0
3700,08/12/2012,December,2012,Arsenal,West Brom,2,0,1.5,4.33,6.5,1.5,4,6.1,1.53,4,6,1.57,3.8,6,0,0,0,0,1,0,0,0,-7,H,1,1,0
3701,08/12/2012,December,2012,Aston Villa,Stoke,0,0,2.4,3.2,3.1,2.4,3.3,2.75,2.4,3.25,2.9,2.5,3.2,2.8,0,0,0,0,0,0,0,0,2,NH,0,1,1
3702,08/12/2012,December,2012,Southampton,Reading,1,0,1.91,3.6,4,1.95,3.35,3.7,2,3.3,3.75,1.95,3.3,4,0,0,0,0,0,0,0,0,0,H,1,1,0
3703,08/12/2012,December,2012,Sunderland,Chelsea,1,3,4.75,3.5,1.8,4.2,3.5,1.8,4.5,3.5,1.8,4.8,3.4,1.8,0,0,0,0,0,0,0,0,7,NH,0,0,0
3704,08/12/2012,December,2012,Swansea,Norwich,3,4,1.8,3.6,4.5,1.85,3.45,4,1.83,3.5,4.33,1.85,3.3,4.5,0,0,0,0,0,0,0,0,-1,NH,0,1,1
3705,08/12/2012,December,2012,Wigan,QPR,2,2,2.3,3.4,3.1,2.2,3.3,3.1,2.3,3.2,3.1,2.45,3.1,3,0,0,0,0,0,0,1,0,-2,NH,0,1,1
3706,09/12/2012,December,2012,Everton,Tottenham,2,1,2,3.5,3.75,2.1,3.3,3.3,2.05,3.3,3.6,1.95,3.5,3.6,0,0,0,0,0,0,0,0,3,H,1,1,0
3707,09/12/2012,December,2012,Man City,Man United,2,3,2.2,3.5,3.2,2.3,3.3,2.9,2.25,3.2,3.2,2.3,3,3.4,0,0,0,0,0,0,0,0,-1,NH,0,1,1
3708,09/12/2012,December,2012,West Ham,Liverpool,2,3,3,3.3,2.38,2.75,3.3,2.4,3,3.2,2.4,3,3,2.5,0,0,0,0,0,0,0,0,10,NH,0,0,0
3709,10/12/2012,December,2012,Fulham,Newcastle,2,1,1.91,3.6,4,1.9,3.45,3.8,1.91,3.4,4,1.95,3.5,3.8,0,0,0,0,0,0,1,0,4,H,1,1,0
3710,11/12/2012,December,2012,Sunderland,Reading,3,0,2,3.5,3.75,1.95,3.4,3.6,2,3.4,3.75,2,3.2,4,0,0,0,0,0,0,0,0,-5,H,1,1,0
3711,15/12/2012,December,2012,Liverpool,Aston Villa,1,3,1.36,4.75,9,1.4,4.4,7.3,1.4,4.5,8,1.33,4.75,8.5,0,0,0,0,0,0,0,0,-8,NH,0,1,1
3712,15/12/2012,December,2012,Man United,Sunderland,3,1,1.2,6.5,15,1.18,6.5,14,1.2,6.5,13,1.2,6,12,0,0,0,0,0,0,0,0,-11,H,1,1,0
3713,15/12/2012,December,2012,Newcastle,Man City,1,3,5.5,3.75,1.67,5.1,3.6,1.65,5,4,1.62,5.5,3.6,1.62,0,0,1,0,0,0,0,0,4,NH,0,0,0
3714,15/12/2012,December,2012,Norwich,Wigan,2,1,2.2,3.4,3.25,2.05,3.3,3.5,2.2,3.25,3.25,2.1,3.4,3.25,0,0,0,0,0,0,0,0,-3,H,1,1,0
3715,15/12/2012,December,2012,QPR,Fulham,2,1,2.4,3.4,2.88,2.5,3.3,2.65,2.4,3.3,2.88,2.45,3.4,2.8,0,0,0,0,0,0,0,0,8,H,1,1,0
3716,15/12/2012,December,2012,Stoke,Everton,1,1,3.1,3.2,2.4,2.75,3.3,2.4,2.8,3.3,2.5,2.9,3.2,2.38,0,0,0,0,0,0,0,0,7,NH,0,0,0
3717,16/12/2012,December,2012,Tottenham,Swansea,1,0,1.62,4,5.5,1.6,3.7,5.4,1.62,3.75,5.5,1.62,3.8,5,0,0,0,0,0,0,0,0,-7,H,1,1,0
3718,16/12/2012,December,2012,West Brom,West Ham,0,0,2,3.5,3.75,2,3.3,3.6,2,3.3,3.75,2,3.5,3.6,0,0,0,0,0,0,0,0,-8,NH,0,1,1
3719,17/12/2012,December,2012,Reading,Arsenal,2,5,5.5,4,1.62,5.1,3.6,1.65,5,3.75,1.67,4.6,3.8,1.67,0,0,1,1,0,0,0,0,15,NH,0,0,0
3720,22/12/2012,December,2012,Liverpool,Fulham,4,0,1.53,4,6.5,1.57,3.75,5.6,1.57,3.75,6,1.57,3.5,7,0,0,0,0,0,0,0,0,-1,H,1,1,0
3721,22/12/2012,December,2012,Man City,Reading,1,0,1.14,8,19,1.12,8,16,1.14,7.5,17,1.17,6.5,21,0,0,0,0,0,0,1,1,-17,H,1,1,0
3722,22/12/2012,December,2012,Newcastle,QPR,1,0,2.1,3.4,3.5,1.95,3.35,3.7,2.1,3.25,3.5,2.15,3.1,3.6,0,0,0,0,0,0,0,0,-12,H,1,1,0
3723,22/12/2012,December,2012,Southampton,Sunderland,0,1,2,3.5,3.75,2,3.3,3.6,2,3.4,3.6,2.1,3.2,3.6,0,0,0,0,0,0,0,0,5,NH,0,1,1
3724,22/12/2012,December,2012,Tottenham,Stoke,0,0,1.62,3.75,6,1.67,3.55,5,1.62,3.6,6,1.62,3.4,6.5,1,0,0,0,1,0,0,0,-10,NH,0,1,1
3725,22/12/2012,December,2012,West Brom,Norwich,2,1,1.91,3.6,4,2.05,3.3,3.5,2,3.3,3.75,2,3.3,3.8,0,0,0,0,0,0,0,0,-2,H,1,1,0
3726,22/12/2012,December,2012,West Ham,Everton,1,2,2.88,3.25,2.5,2.75,3.3,2.4,2.88,3.3,2.4,2.9,3.3,2.4,0,0,0,0,0,0,0,0,11,NH,0,0,0
3727,22/12/2012,December,2012,Wigan,Arsenal,0,1,4.75,3.75,1.73,4.7,3.6,1.7,4.5,3.75,1.73,5,3.4,1.75,0,0,0,0,0,0,0,0,12,NH,0,0,0
3728,23/12/2012,December,2012,Chelsea,Aston Villa,8,0,1.33,5.5,8.5,1.33,4.8,8.3,1.36,4.5,9,1.36,4.5,9,0,0,0,0,0,0,0,0,-10,H,1,1,0
3729,23/12/2012,December,2012,Swansea,Man United,1,1,5,4,1.67,5.4,3.7,1.6,5.5,4,1.57,5,3.6,1.7,0,0,0,0,1,1,0,0,9,NH,0,0,0
3730,26/12/2012,December,2012,Aston Villa,Tottenham,0,4,3.75,3.5,2,3.3,3.3,2.1,3.4,3.5,2.05,3.75,3.2,2.05,0,0,0,0,1,0,0,0,12,NH,0,0,0
3731,26/12/2012,December,2012,Everton,Wigan,2,1,1.44,4.5,7,1.47,4,6.6,1.5,4.2,6.5,1.5,4.2,6.5,0,0,0,0,0,0,0,0,-8,H,1,1,0
3732,26/12/2012,December,2012,Fulham,Southampton,1,1,1.85,3.6,4.2,1.85,3.45,4,1.8,3.6,4.33,1.85,3.3,4.5,0,0,0,0,0,0,0,0,-9,NH,0,1,1
3733,26/12/2012,December,2012,Man United,Newcastle,4,3,1.22,6.5,13,1.25,5.6,10,1.25,6,11,1.25,5.5,13,1,0,0,0,0,0,0,0,-3,H,1,1,0
3734,26/12/2012,December,2012,Norwich,Chelsea,0,1,6,3.75,1.62,5.4,3.7,1.6,5.5,3.75,1.62,6,3.6,1.62,0,0,0,0,0,0,0,0,6,NH,0,0,0
3735,26/12/2012,December,2012,QPR,West Brom,1,2,2.2,3.4,3.25,2.3,3.3,2.9,2.25,3.3,3.1,2.25,3.1,3.4,0,0,0,0,0,0,1,0,7,NH,0,1,1
3736,26/12/2012,December,2012,Reading,Swansea,0,0,2.9,3.4,2.38,2.75,3.3,2.4,2.7,3.4,2.5,3,3,2.5,0,0,1,1,0,0,0,0,7,NH,0,0,0
3737,26/12/2012,December,2012,Stoke,Liverpool,3,1,3.4,3.2,2.25,2.75,3.3,2.4,3.1,3.25,2.3,3.4,3.1,2.25,0,0,0,0,0,0,0,0,6,H,1,0,1
3738,26/12/2012,December,2012,Sunderland,Man City,1,0,6.5,4,1.53,5.6,3.9,1.55,6,4,1.53,7.5,3.4,1.57,0,0,0,0,0,0,0,0,12,H,1,0,1
3739,29/12/2012,December,2012,Arsenal,Newcastle,7,3,1.44,4.5,7,1.5,4,6.1,1.45,4.33,7,1.44,4,8,0,0,0,0,0,0,0,0,-2,H,1,1,0
3740,29/12/2012,December,2012,Aston Villa,Wigan,0,3,2.4,3.25,3,2.2,3.2,3.2,2.3,3.25,3.1,2.4,3.1,3.1,0,0,0,0,0,0,0,0,1,NH,0,1,1
3741,29/12/2012,December,2012,Fulham,Swansea,1,2,2.1,3.4,3.5,2.2,3.3,3.1,2.1,3.4,3.4,2.15,3.2,3.5,0,0,0,0,0,0,0,0,-2,NH,0,1,1
3742,29/12/2012,December,2012,Man United,West Brom,2,0,1.3,5.5,10,1.27,5.2,10,1.29,5.5,9.5,1.33,4.8,10,1,0,0,0,0,0,0,0,-8,H,1,1,0
3743,29/12/2012,December,2012,Norwich,Man City,3,4,6,4,1.57,5.4,3.7,1.6,5.5,4,1.57,6,3.6,1.6,1,0,0,0,0,0,0,0,11,NH,0,0,0
3744,29/12/2012,December,2012,Reading,West Ham,1,0,2.88,3.25,2.5,2.6,3.2,2.6,2.6,3.4,2.6,2.7,3.2,2.62,0,0,1,0,0,0,0,0,0,H,1,0,1
3745,29/12/2012,December,2012,Stoke,Southampton,3,3,1.8,3.5,4.75,1.8,3.5,4.2,1.8,3.4,4.5,1.85,3.1,5,0,0,0,0,0,0,0,0,-4,NH,0,1,1
3746,29/12/2012,December,2012,Sunderland,Tottenham,1,2,3.5,3.4,2.1,3.3,3.3,2.1,3.4,3.4,2.1,3.6,3.1,2.15,0,0,0,0,0,0,0,0,9,NH,0,0,0
3747,30/12/2012,December,2012,Everton,Chelsea,1,2,2.88,3.3,2.5,2.65,3.3,2.5,2.8,3.25,2.5,2.8,3.1,2.6,0,0,0,0,0,0,0,0,1,NH,0,0,0
3748,30/12/2012,December,2012,QPR,Liverpool,0,3,4,3.5,1.91,3.8,3.45,1.9,3.75,3.5,1.91,4,3.2,2,0,0,0,0,0,0,0,0,9,NH,0,0,0
3749,01/01/2013,January,2013,Man City,Stoke,3,0,1.29,5.5,11,1.27,5.2,10,1.3,5,10,1.33,4.33,12,0,0,0,0,0,0,0,0,-13,H,1,1,0
3750,01/01/2013,January,2013,Southampton,Arsenal,1,1,5,3.75,1.7,4.7,3.6,1.7,4.5,3.75,1.73,5,3.6,1.7,0,0,0,0,0,0,0,0,15,NH,0,0,0
3751,01/01/2013,January,2013,Swansea,Aston Villa,2,2,1.57,4,6,1.6,3.7,5.4,1.6,3.75,6,1.6,3.6,6,0,0,0,0,0,0,0,0,-5,NH,0,1,1
3752,01/01/2013,January,2013,Tottenham,Reading,3,1,1.33,5,10,1.35,4.8,7.6,1.3,5,10,1.36,4.33,10,0,0,0,0,0,0,1,0,-14,H,1,1,0
3753,01/01/2013,January,2013,West Brom,Fulham,1,2,2,3.5,3.75,2,3.3,3.6,2,3.4,3.75,2,3.3,3.75,0,0,0,0,0,0,0,0,1,NH,0,1,1
3754,01/01/2013,January,2013,West Ham,Norwich,2,1,2.1,3.4,3.5,2.2,3.3,3.1,2.1,3.4,3.4,2.15,3.1,3.6,0,0,0,0,0,0,0,0,6,H,1,1,0
3755,01/01/2013,January,2013,Wigan,Man United,0,4,6,4.2,1.53,6.1,4,1.5,6,4.33,1.5,6,3.75,1.57,0,0,0,0,0,0,0,0,13,NH,0,0,0
3756,02/01/2013,January,2013,Chelsea,QPR,0,1,1.2,6.5,15,1.22,5.5,12,1.22,6,12,1.22,5.5,15,1,0,0,0,0,0,0,0,-11,NH,0,1,1
3757,02/01/2013,January,2013,Liverpool,Sunderland,3,0,1.4,4.5,8.5,1.45,4,7,1.4,4.5,8,1.4,4,9.5,0,0,0,0,0,0,0,0,-5,H,1,1,0
3758,02/01/2013,January,2013,Newcastle,Everton,1,2,3,3.4,2.38,2.75,3.3,2.4,2.8,3.4,2.4,3,3.2,2.4,0,0,0,0,0,0,0,0,-2,NH,0,0,0
3759,12/01/2013,January,2013,Aston Villa,Southampton,0,1,2.55,3.5,2.9,2.3,3.3,2.9,2.4,3.3,2.88,2.62,3.1,2.8,0,0,0,0,0,0,0,0,-2,NH,0,1,1
3760,12/01/2013,January,2013,Everton,Swansea,0,0,1.57,4.2,6.5,1.6,3.7,5.4,1.62,3.75,5.5,1.62,3.6,6,0,0,0,0,0,0,0,0,-4,NH,0,1,1
3761,12/01/2013,January,2013,Fulham,Wigan,1,1,2.05,3.5,4,1.9,3.45,3.8,1.95,3.5,3.75,2.05,3.2,3.8,0,0,0,0,0,0,1,0,-6,NH,0,1,1
3762,12/01/2013,January,2013,Norwich,Newcastle,0,0,2.2,3.6,3.4,2.1,3.3,3.3,2.05,3.4,3.4,2.25,3.25,3.25,0,0,0,0,0,0,0,0,7,NH,0,1,1
3763,12/01/2013,January,2013,QPR,Tottenham,0,0,4.5,3.8,1.85,3.8,3.45,1.9,4.33,3.5,1.83,4.5,3.2,1.91,0,0,0,0,0,0,0,0,13,NH,0,0,0
3764,12/01/2013,January,2013,Reading,West Brom,3,2,3,3.4,2.5,2.6,3.2,2.6,2.88,3.3,2.4,3,3,2.5,0,0,0,0,0,0,0,0,8,H,1,0,1
3765,12/01/2013,January,2013,Stoke,Chelsea,0,4,4.33,3.5,1.95,3.8,3.45,1.9,4.2,3.2,1.95,4.33,3,2,0,0,0,0,1,0,0,0,8,NH,0,0,0
